Yr Built or Remod,Lot Size House Sqft,Overall Qual Sq,Garage Total
3798600,34247840,25,1344.0
4014012,33576400,64,2055.0
4008004,17486890,64,1068.0
3888460,11066004,25,996.0
3814209,14026246,25,270.0
3992004,21583639,49,1078.0
3763760,64222298,49,2610.0
4014012,13620300,25,1152.0
4008004,15387960,36,880.0
3916000,4181400,25,308.0
3869089,7919314,25,1056.0
4030056,4622660,49,856.0
3744000,8460000,16,1056.0
3929706,7617510,36,960.0
3956121,21043200,49,1138.0
3954132,21686130,49,2298.0
4000000,25108096,36,780.0
3949884,6076922,25,352.0
4024036,19923440,64,1974.0
3784950,2853774,16,0.0
3956121,4039838,64,1196.0
4022030,13287820,36,784.0
4018020,16429383,64,2568.0
3920400,20777280,49,1176.0
4020025,19069425,49,1378.0
3957838,1950312,16,297.0
3845521,18084600,36,736.0
3986012,44121117,49,934.0
3853113,14314850,16,209.0
4016016,11132884,49,968.0
3912484,27162500,49,1058.0
4026042,121515212,81,3330.0
3801875,58439040,25,3024.0
3869089,14167296,25,2376.0
3971880,22009843,36,880.0
3759600,9293284,49,216.0
3869089,14616800,25,1034.0
3990006,22609184,64,2610.0
3837660,15691104,36,1344.0
3922290,7312900,25,1152.0
3992004,14825088,49,924.0
3781050,7991340,25,205.0
3814209,5934321,25,240.0
3992004,30840030,49,972.0
3992004,40535250,64,3207.0
3806630,23044866,49,1064.0
4024036,22087636,64,2595.0
4018020,12962316,49,800.0
4020025,3939600,25,1050.0
3888784,1190700,16,0.0
3919916,15595006,36,1202.0
4018020,17082296,64,1272.0
4004001,16127670,49,1034.0
3920400,30600765,49,968.0
3904576,2405400,49,319.0
3957838,13411160,36,1084.0
3888663,11440000,25,264.0
4016016,24658568,64,2268.0
3884841,17145600,36,0.0
4026042,14134484,25,800.0
3732300,23427488,25,180.0
3842910,28938624,36,1080.0
3849444,5900400,25,308.0
3751800,14757600,16,740.0
4008004,24874656,49,948.0
3954000,26649270,36,1058.0
3800900,13856700,36,936.0
3837681,7862400,36,300.0
3974042,31176200,49,906.0
4030056,23753610,64,2598.0
3849444,11826816,25,352.0
3996001,3422280,36,880.0
3751800,9170000,36,398.0
3892729,1658160,36,264.0
3880900,2420964,16,286.0
3904576,19320000,25,1056.0
3884841,6292800,16,1152.0
3792750,9014814,9,0.0
3837681,13422692,36,1056.0
4026042,19618096,64,2628.0
3972049,26923545,36,1320.0
4020025,6689332,36,1248.0
3966072,14673584,49,1012.0
3916185,7105392,25,300.0
3784950,4403160,4,200.0
3990006,17385756,36,940.0
4020025,13893120,25,800.0
4000000,18133692,36,944.0
4020025,13532400,49,1144.0
3876961,30206564,36,1080.0
4020025,16819568,49,968.0
3916441,19982400,49,1100.0
4024036,25495408,64,2016.0
3838584,12421140,49,528.0
3841600,13244672,25,0.0
3941904,44803836,49,1016.0
4028049,24988074,81,2760.0
3705000,10262736,16,384.0
3957768,13514886,25,1000.0
3908529,12361700,36,946.0
3956121,4653237,64,1062.0
3988009,13798584,36,1152.0
3747900,13688000,16,252.0
4024036,19032385,64,2346.0
3896676,11934900,25,880.0
3861225,9586400,36,880.0
3880900,1632540,16,0.0
3814209,35661191,49,1334.0
4014012,36519584,81,2178.0
3747900,11662672,16,0.0
3781050,7392000,36,217.0
3980025,13600877,36,1050.0
4032064,24041808,64,2322.0
4028049,19783872,64,1040.0
3783000,10626462,16,1078.0
3759600,14458454,36,684.0
3825936,12480000,16,294.0
3996001,13530000,49,884.0
