overall_qual_liv_area,overall_qual_squared,quality_and_age,overall_qual,house_total_sq,exter_qual_num,gr_liv_area,kitchen_qual_num,bsmt_qual_num,garage_area,garage_cars,total_bsmt_sf,year_remod_or_built,year_remod_or_built_sq,garage_finish,exterior_cond_and_qual
6710,25,9755,5,2684.0,3,1342,3,2.0,256.0,1.0,1342.0,3806401,14488688572801,2,9
16812,81,18045,9,3736.0,5,1868,5,5.0,1085.0,3.0,1868.0,4020025,16160601000625,0,15
5452,16,7800,4,1985.0,3,1363,3,2.0,528.0,2.0,622.0,3724500,13871900250000,2,9
9792,36,11928,6,2872.0,3,1632,3,3.0,338.0,1.0,1240.0,3892504,15151587390016,1,9
22960,100,20080,10,4018.0,5,2296,5,5.0,842.0,3.0,1722.0,4032064,16257540100096,1,15
8390,25,9795,5,3356.0,3,1678,3,3.0,0.0,0.0,1678.0,3837681,14727795457761,3,9
10368,64,16016,8,2563.0,4,1296,4,5.0,471.0,2.0,1267.0,4006002,16048052024004,0,12
9522,36,11826,6,3174.0,3,1587,3,3.0,525.0,2.0,1587.0,3884841,15091989595281,2,9
6490,25,9750,5,2018.0,3,1298,3,3.0,256.0,1.0,720.0,3784950,14325846502500,2,9
8640,25,9815,5,3456.0,3,1728,3,3.0,504.0,2.0,1728.0,3853369,14848452650161,2,9
4640,25,9785,5,1856.0,3,928,3,3.0,288.0,1.0,928.0,3829849,14667743362801,0,9
12565,49,14042,7,2674.0,4,1795,4,4.0,578.0,2.0,879.0,4022030,16176725320900,1,12
6480,36,11748,6,2160.0,3,1080,3,3.0,288.0,1.0,1080.0,3833764,14697746407696,2,12
12453,49,13986,7,2645.0,3,1779,4,4.0,546.0,2.0,866.0,3992004,15936095936016,1,9
9810,36,12018,6,2120.0,3,1635,4,3.0,255.0,1.0,485.0,3825730,14636210032900,2,12
8540,49,14042,7,2419.0,4,1220,4,4.0,632.0,2.0,1199.0,4024036,16192865729296,1,12
11790,81,18009,9,2620.0,4,1310,4,5.0,545.0,2.0,1310.0,4004001,16032024008001,1,12
6775,25,9995,5,1999.0,3,1355,3,3.0,0.0,0.0,644.0,3878060,15039349363600,3,12
16065,49,14000,7,3390.0,4,2295,4,4.0,590.0,2.0,1095.0,3984000,15872256000000,1,12
7192,16,7800,4,2873.0,3,1798,3,3.0,342.0,2.0,1075.0,3705000,13727025000000,2,9
11340,49,13769,7,3240.0,3,1620,4,3.0,578.0,2.0,1620.0,3869089,14969849689921,2,9
6080,25,9775,5,2432.0,3,1216,3,3.0,336.0,1.0,1216.0,3822025,14607875100625,1,9
6720,25,9750,5,2240.0,3,1344,3,4.0,240.0,1.0,896.0,3775200,14252135040000,2,9
5795,25,9750,5,1906.0,3,1159,3,3.0,288.0,1.0,747.0,3753750,14090639062500,2,12
4224,16,7864,4,2112.0,3,1056,3,3.0,384.0,1.0,1056.0,3865156,14939430904336,2,9
6080,25,9750,5,2048.0,3,1216,3,3.0,336.0,1.0,832.0,3796650,14414551222500,2,9
6948,36,11700,6,2020.0,3,1158,3,3.0,208.0,1.0,862.0,3761550,14149258402500,1,9
12304,64,16040,8,3076.0,4,1538,4,4.0,484.0,2.0,1538.0,4020025,16160601000625,1,12
5715,25,9795,5,2286.0,3,1143,3,3.0,308.0,1.0,1143.0,3837681,14727795457761,1,9
3488,16,7884,4,1730.0,3,872,3,3.0,480.0,4.0,858.0,3884841,15091989595281,2,9
8436,36,11700,6,1725.0,3,1406,2,3.0,0.0,0.0,319.0,3744000,14017536000000,3,6
7944,36,12030,6,2648.0,4,1324,4,4.0,430.0,2.0,1324.0,4020025,16160601000625,0,12
4520,25,9830,5,1780.0,3,904,3,3.0,408.0,1.0,876.0,3865156,14939430904336,2,9
14560,49,14028,7,3356.0,4,2080,4,4.0,282.0,1.0,1276.0,3859704,14897314967616,2,12
5088,36,12024,6,1696.0,4,848,4,4.0,420.0,2.0,848.0,4016016,16128384512256,1,12
7152,16,7956,4,2892.0,3,1788,3,3.0,304.0,1.0,1104.0,3892473,15151346055729,2,9
8064,36,11748,6,2163.0,3,1344,4,3.0,525.0,2.0,819.0,3833764,14697746407696,1,9
11280,25,9750,5,3096.0,3,2256,2,3.0,0.0,0.0,840.0,3724500,13871900250000,3,6
12360,36,11934,6,3211.0,4,2060,3,4.0,521.0,2.0,1151.0,3954132,15635159873424,2,12
8022,36,11994,6,2742.0,4,1337,4,4.0,511.0,2.0,1405.0,3994002,15952051976004,0,12
6990,36,11796,6,2292.0,3,1165,3,3.0,490.0,2.0,1127.0,3865156,14939430904336,1,9
6600,25,9830,5,2484.0,3,1320,3,3.0,564.0,2.0,1164.0,3865156,14939430904336,1,9
10745,49,14028,7,3052.0,4,1535,4,4.0,532.0,2.0,1517.0,4016016,16128384512256,1,12
14308,49,13916,7,2782.0,3,2044,3,4.0,489.0,2.0,738.0,3936240,15493985337600,2,9
4544,16,7800,4,1840.0,3,1136,3,3.0,336.0,1.0,704.0,3761550,14149258402500,2,9
7794,36,11874,6,2300.0,3,1299,4,4.0,486.0,2.0,1001.0,3916441,15338510106481,1,9
11528,64,16000,8,2217.0,4,1441,4,4.0,492.0,2.0,776.0,3998000,15984004000000,2,12
8150,25,9765,5,2703.0,3,1630,3,3.0,649.0,2.0,1073.0,3814209,14548190295681,2,9
11487,49,13930,7,2369.0,3,1641,5,3.0,546.0,2.0,728.0,3830750,14674645562500,2,9
8145,25,9990,5,2557.0,3,1629,3,4.0,482.0,2.0,928.0,3990006,15920147880036,0,9
5088,36,12024,6,1696.0,4,848,4,4.0,420.0,2.0,848.0,4014012,16112292336144,0,12
4896,36,12042,6,1632.0,4,816,3,3.0,432.0,1.0,816.0,3873510,15004079720100,2,16
5485,25,9975,5,2194.0,3,1097,3,4.0,672.0,2.0,1097.0,3978030,15824722680900,2,9
13216,64,16000,8,3146.0,4,1652,5,4.0,499.0,2.0,1494.0,4000000,16000000000000,1,12
7072,16,7872,4,3536.0,3,1768,3,3.0,0.0,0.0,1768.0,3873024,15000314904576,3,9
4608,16,7820,4,1152.0,3,1152,3,3.5861723446893787,0.0,0.0,0.0,3822025,14607875100625,3,9
1620,4,3900,2,810.0,2,810,3,3.5861723446893787,280.0,1.0,0.0,3724500,13871900250000,2,4
9506,49,14056,7,2708.0,4,1358,4,4.0,484.0,2.0,1350.0,4030056,16241351363136,1,12
7296,36,11988,6,2432.0,3,1216,3,5.0,402.0,2.0,1216.0,3992004,15936095936016,2,9
9828,36,11742,6,2605.0,3,1638,4,3.0,384.0,1.0,967.0,3829849,14667743362801,2,9
8764,49,14000,7,1852.0,4,1252,4,4.0,462.0,2.0,600.0,3998000,15984004000000,2,12
4415,25,9965,5,1711.0,3,883,3,4.0,698.0,2.0,828.0,3970056,15761344643136,2,9
4370,25,9840,5,1738.0,3,874,3,3.0,288.0,1.0,864.0,3873024,15000314904576,1,9
11970,49,13650,7,2286.0,3,1710,3,3.0,480.0,2.0,576.0,3745950,14032141402500,2,9
14688,64,16072,8,3672.0,4,1836,4,4.0,517.0,2.0,1836.0,4034072,16273736901184,0,12
5460,25,9785,5,2184.0,3,1092,3,3.0,299.0,1.0,1092.0,3829849,14667743362801,0,9
8687,49,14049,7,2482.0,4,1241,4,4.0,569.0,2.0,1241.0,4026042,16209014185764,0,12
8004,36,11862,6,2684.0,3,1334,3,4.0,630.0,2.0,1350.0,3908529,15276598943841,1,9
8574,36,11922,6,2573.0,3,1429,4,3.0,572.0,2.0,1144.0,3894520,15167286030400,2,9
12528,64,16064,8,3132.0,4,1566,4,4.0,750.0,2.0,1566.0,4032064,16257540100096,1,12
16016,49,13944,7,3196.0,3,2288,4,4.0,520.0,2.0,908.0,3938184,15509293217856,1,12
15381,81,18000,9,3407.0,4,1709,4,5.0,506.0,2.0,1698.0,3998000,15984004000000,0,12
13768,64,16040,8,3442.0,4,1721,4,4.0,554.0,2.0,1721.0,4020025,16160601000625,1,12
10032,64,16064,8,2508.0,4,1254,4,4.0,810.0,3.0,1254.0,4032064,16257540100096,1,12
6750,25,9865,5,1926.0,3,1350,4,3.0,627.0,3.0,576.0,3829593,14665782545649,2,9
11410,49,14007,7,3260.0,4,1630,4,4.0,451.0,2.0,1630.0,4002000,16016004000000,2,12
11095,49,14035,7,2369.0,4,1585,4,4.0,449.0,2.0,784.0,4020025,16160601000625,1,12
6680,25,9765,5,2501.0,3,1336,3,3.0,375.0,1.0,1165.0,3814209,14548190295681,2,9
6055,25,10010,5,2075.0,3,1211,3,3.0,576.0,2.0,864.0,3927924,15428586949776,2,9
8118,36,11994,6,2612.0,3,1353,3,4.0,478.0,2.0,1259.0,3956021,15650102152441,1,9
8400,49,13762,7,2374.0,3,1200,3,3.0,440.0,2.0,1174.0,3865156,14939430904336,1,9
16303,49,13930,7,3804.0,3,2329,4,4.0,514.0,2.0,1475.0,3960100,15682392010000,2,9
10752,49,14021,7,3072.0,4,1536,4,4.0,532.0,2.0,1536.0,4010006,16080148120036,1,12
10866,36,12024,6,2884.0,3,1811,5,3.0,470.0,2.0,1073.0,3919824,15365020190976,0,9
15204,49,14042,7,3235.0,4,2172,4,5.0,947.0,3.0,1063.0,4024036,16192865729296,1,12
4292,16,7920,4,2146.0,3,1073,3,3.0,720.0,2.0,1073.0,3874860,15014540019600,2,9
11034,36,11796,6,2595.0,3,1839,3,3.0,442.0,2.0,756.0,3865156,14939430904336,2,9
3060,9,5850,3,2040.0,2,1020,2,3.0,0.0,0.0,1020.0,3740100,13988348010000,3,4
10812,36,11958,6,2748.0,4,1802,4,4.0,1017.0,4.0,946.0,3972049,15777173258401,1,16
5045,25,9885,5,2004.0,3,1009,3,3.0,576.0,2.0,995.0,3908529,15276598943841,2,9
10704,64,16056,8,2676.0,4,1338,4,4.0,598.0,2.0,1338.0,4028049,16225178746401,1,12
19100,25,9980,5,3820.0,3,3820,5,3.5861723446893787,624.0,2.0,0.0,3910164,15289382506896,2,9
9744,49,14049,7,2081.0,4,1392,4,4.0,540.0,2.0,689.0,4028049,16225178746401,2,12
10304,64,15968,8,2548.0,4,1288,5,4.0,500.0,2.0,1260.0,3984016,15872383488256,0,12
6078,36,11700,6,2005.0,3,1013,3,3.0,160.0,1.0,992.0,3755700,14105282490000,2,9
14256,64,16040,8,3564.0,4,1782,4,5.0,932.0,3.0,1782.0,4018020,16144484720400,0,12
17298,81,18054,9,3844.0,4,1922,4,5.0,676.0,3.0,1922.0,4022030,16176725320900,0,12
17180,100,20070,10,3418.0,5,1718,5,5.0,786.0,3.0,1700.0,4026042,16209014185764,0,15
24920,100,20050,10,4984.0,5,2492,5,5.0,949.0,3.0,2492.0,4018020,16144484720400,0,15
3744,16,7800,4,1560.0,3,936,3,2.0,265.0,1.0,624.0,3798600,14429361960000,2,12
7308,36,12054,6,2436.0,4,1218,4,4.0,676.0,2.0,1218.0,4036081,16289949838561,0,12
12740,49,13979,7,2730.0,3,1820,4,4.0,816.0,3.0,910.0,3986012,15888291664144,2,9
12068,49,13993,7,2604.0,3,1724,4,4.0,527.0,2.0,880.0,3994002,15952051976004,0,9
8016,36,11748,6,2457.0,3,1336,3,3.0,488.0,2.0,1121.0,3833764,14697746407696,1,9
7790,25,9750,5,2468.0,3,1558,3,3.0,282.0,1.0,910.0,3802500,14459006250000,2,9
13629,49,14035,7,2938.0,4,1947,4,4.0,678.0,2.0,991.0,4018020,16144484720400,1,12
11599,49,13965,7,2489.0,4,1657,4,4.0,483.0,2.0,832.0,3978030,15824722680900,1,12
14448,49,13846,7,4112.0,4,2064,4,4.0,550.0,2.0,2048.0,3912484,15307531050256,0,16
5820,25,9750,5,2328.0,3,1164,3,3.0,240.0,1.0,1164.0,3802500,14459006250000,2,9
5852,49,13825,7,1672.0,3,836,3,4.0,308.0,1.0,836.0,3900625,15214875390625,2,9
1600,1,1951,1,1600.0,3,1600,3,3.5861723446893787,270.0,1.0,0.0,3806401,14488688572801,2,6
4896,36,11940,6,1632.0,3,816,3,4.0,0.0,0.0,816.0,3960100,15682392010000,3,12
15894,81,18081,9,3532.0,5,1766,5,5.0,478.0,3.0,1766.0,4036081,16289949838561,0,15
10010,25,9750,5,3003.0,3,2002,3,3.0,871.0,3.0,1001.0,3800550,14444180302500,2,9
13678,49,14042,7,2752.0,4,1954,4,3.0,431.0,2.0,798.0,3889634,15129252653956,2,16
9548,49,14042,7,2584.0,4,1364,4,4.0,437.0,2.0,1220.0,4024036,16192865729296,0,12
13027,49,14014,7,2777.0,4,1861,4,4.0,492.0,2.0,916.0,4008004,16064096064016,1,12
8670,25,9885,5,1734.0,3,1734,4,3.5861723446893787,539.0,2.0,0.0,3908529,15276598943841,2,9
4156,16,8012,4,1444.0,4,1039,3,2.0,281.0,1.0,405.0,3805700,14483352490000,2,16
6040,16,7800,4,2187.0,4,1510,4,2.0,720.0,2.0,677.0,3724500,13871900250000,2,16
20328,64,16040,8,3690.0,4,2541,5,5.0,729.0,3.0,1149.0,4020025,16160601000625,0,12
12096,64,16032,8,3024.0,4,1512,4,4.0,845.0,3.0,1512.0,4016016,16128384512256,1,12
10038,49,14007,7,2888.0,4,1434,4,4.0,527.0,2.0,1454.0,4004001,16032024008001,1,12
11571,49,14021,7,2465.0,4,1653,4,4.0,628.0,2.0,812.0,4012009,16096216216081,1,12
12042,36,11700,6,2924.0,3,2007,5,2.0,357.0,1.0,917.0,3705000,13727025000000,2,9
5185,25,9870,5,2074.0,3,1037,3,2.0,431.0,2.0,1037.0,3896676,15184083848976,1,9
6945,25,9875,5,2778.0,3,1389,3,4.0,418.0,2.0,1389.0,3898650,15199471822500,1,9
3470,25,10010,5,1134.0,3,694,4,3.0,352.0,1.0,440.0,3829826,14667567190276,2,9
6576,36,11700,6,1668.0,3,1096,3,3.0,0.0,0.0,572.0,3751800,14076003240000,3,9
4470,25,9860,5,1788.0,3,894,3,3.0,552.0,2.0,894.0,3888784,15122640998656,2,9
4320,25,9855,5,1728.0,3,864,3,4.0,576.0,2.0,864.0,3884841,15091989595281,2,9
7096,16,7800,4,2869.0,3,1774,3,3.0,779.0,3.0,1095.0,3705000,13727025000000,2,9
6708,36,11862,6,2214.0,3,1118,3,3.0,358.0,1.0,1096.0,3908529,15276598943841,0,9
7512,36,11700,6,2284.0,3,1252,3,3.0,288.0,1.0,1032.0,3802500,14459006250000,2,9
5740,25,9795,5,2296.0,3,1148,3,3.0,672.0,1.0,1148.0,3837681,14727795457761,2,9
13328,64,15968,8,2254.0,3,1666,4,3.0,228.0,1.0,588.0,3842300,14763269290000,2,12
17523,81,18018,9,3304.0,4,1947,4,4.0,725.0,3.0,1357.0,4006002,16048052024004,0,12
4560,25,9835,5,1824.0,3,912,3,3.0,336.0,1.0,912.0,3869089,14969849689921,2,9
5975,25,9750,5,2390.0,3,1195,3,3.0,0.0,0.0,1195.0,3794700,14399748090000,3,9
12992,64,15960,8,3248.0,4,1624,4,4.0,757.0,3.0,1624.0,3978030,15824722680900,1,12
4570,25,9895,5,1828.0,3,914,3,3.0,444.0,2.0,914.0,3916441,15338510106481,2,9
6640,25,9795,5,2678.0,3,1328,3,3.0,308.0,1.0,1350.0,3837681,14727795457761,1,12
8766,36,11946,6,2147.0,3,1461,3,3.0,225.0,1.0,686.0,3834666,14704663331556,2,9
16098,36,11946,6,3613.0,4,2683,4,4.0,473.0,2.0,930.0,3962090,15698157168100,1,12
8806,49,14049,7,2504.0,4,1258,4,4.0,462.0,2.0,1246.0,4028049,16225178746401,1,12
10040,25,10010,5,2904.0,3,2008,5,3.0,230.0,1.0,896.0,3899896,15209188810816,2,12
5935,25,9805,5,2051.0,3,1187,3,3.0,440.0,2.0,864.0,3845521,14788031761441,1,9
4950,25,9970,5,1980.0,3,990,3,4.0,299.0,1.0,990.0,3976036,15808862273296,2,9
12688,64,15992,8,2546.0,4,1586,4,4.0,480.0,2.0,960.0,3996001,15968023992001,2,12
4950,25,9975,5,1980.0,3,990,3,4.0,576.0,2.0,990.0,3980025,15840599000625,2,9
8000,25,9985,5,3084.0,3,1600,3,3.0,319.0,1.0,1484.0,3908129,15273472280641,1,9
14336,64,16056,8,2688.0,4,1792,4,4.0,590.0,2.0,896.0,4028049,16225178746401,0,12
3952,16,7892,4,1450.0,3,988,3,4.0,297.0,1.0,462.0,3892729,15153339067441,1,9
5850,25,9790,5,2340.0,3,1170,3,3.0,338.0,1.0,1170.0,3833764,14697746407696,1,9
4128,9,5850,3,2114.0,3,1376,3,3.0,216.0,1.0,738.0,3714750,13799367562500,2,9
5770,25,9830,5,2308.0,3,1154,3,3.0,480.0,2.0,1154.0,3865156,14939430904336,1,9
14176,64,15992,8,2497.0,4,1772,4,3.0,816.0,2.0,725.0,3818090,14577811248100,2,16
20840,100,20080,10,4162.0,5,2084,5,5.0,1220.0,3.0,2078.0,4030056,16241351363136,0,15
3804,16,7800,4,1902.0,3,951,3,3.0,327.0,1.0,951.0,3775200,14252135040000,2,9
21496,64,16000,8,4142.0,4,2687,4,4.0,810.0,3.0,1455.0,4000000,16000000000000,1,12
22410,81,18054,9,4948.0,5,2490,5,5.0,795.0,3.0,2458.0,4022030,16176725320900,0,15
9996,36,11700,6,2870.0,3,1666,3,3.0,384.0,1.0,1204.0,3757650,14119933522500,2,6
6846,36,12030,6,2282.0,4,1141,3,4.0,484.0,2.0,1141.0,4020025,16160601000625,2,12
7320,25,9840,5,2196.0,3,1464,3,3.0,470.0,2.0,732.0,3873024,15000314904576,2,9
6735,25,9955,5,2464.0,3,1347,3,4.0,0.0,0.0,1117.0,3802810,14461363896100,3,9
6410,25,9895,5,1954.0,3,1282,3,3.0,240.0,1.0,672.0,3843218,14770324595524,2,9
7920,36,11964,6,1956.0,3,1320,4,4.0,472.0,2.0,636.0,3976036,15808862273296,0,9
2808,9,5850,3,1152.0,3,936,3,2.0,0.0,0.0,216.0,3736200,13959190440000,3,9
12640,64,16064,8,3160.0,4,1580,4,4.0,830.0,3.0,1580.0,4030056,16241351363136,1,12
12768,49,14014,7,3467.0,3,1824,4,4.0,739.0,2.0,1643.0,3945942,15570458267364,2,9
7790,25,10005,5,2422.0,3,1558,3,3.0,440.0,2.0,864.0,3951975,15618106400625,0,9
1920,9,6021,3,640.0,3,640,3,3.5861723446893787,240.0,1.0,0.0,3903615,15238210068225,2,12
7932,36,11844,6,2177.0,3,1322,3,3.0,440.0,2.0,855.0,3896676,15184083848976,2,9
12782,49,14035,7,2736.0,4,1826,5,3.0,164.0,1.0,910.0,3839575,14742336180625,2,12
9373,49,13930,7,2648.0,3,1339,3,4.0,484.0,2.0,1309.0,3960100,15682392010000,0,9
4368,16,7800,4,1092.0,2,1092,2,3.5861723446893787,0.0,0.0,0.0,3763500,14163932250000,3,4
8022,49,14021,7,2014.0,4,1146,4,5.0,438.0,2.0,868.0,4012009,16096216216081,0,12
6750,36,11856,6,2166.0,3,1125,3,3.0,352.0,1.0,1041.0,3904576,15245713739776,2,9
14399,49,13909,7,3074.0,4,2057,4,4.0,180.0,1.0,1017.0,3846832,14798116436224,0,12
4495,25,9750,5,1380.0,3,899,3,3.0,200.0,1.0,481.0,3724500,13871900250000,2,9
6376,16,7984,4,2422.0,3,1594,3,3.0,0.0,0.0,828.0,3812360,14534088769600,3,9
13552,64,16056,8,3388.0,5,1694,4,5.0,818.0,3.0,1694.0,4028049,16225178746401,0,15
15288,64,15952,8,2688.0,4,1911,4,4.0,471.0,2.0,777.0,3974042,15793009817764,1,12
2688,16,7800,4,1104.0,3,672,3,2.0,0.0,0.0,432.0,3753750,14090639062500,3,9
9138,36,11856,6,2716.0,3,1523,3,4.0,478.0,2.0,1193.0,3904576,15245713739776,0,9
9906,36,11916,6,3257.0,3,1651,3,4.0,616.0,2.0,1606.0,3944196,15556682086416,0,9
5205,25,9795,5,2082.0,3,1041,3,3.0,270.0,1.0,1041.0,3837681,14727795457761,1,9
8020,25,9790,5,3208.0,3,1604,3,3.0,576.0,2.0,1604.0,3833764,14697746407696,2,9
10032,36,11934,6,2653.0,3,1672,4,3.0,240.0,1.0,981.0,3858660,14889256995600,2,9
8148,49,13783,7,2328.0,3,1164,3,3.0,528.0,2.0,1164.0,3876961,15030826595521,2,9
5205,25,9790,5,2082.0,3,1041,3,3.0,294.0,1.0,1041.0,3833764,14697746407696,1,9
6204,36,11868,6,1484.0,3,1034,3,4.0,504.0,2.0,450.0,3912484,15307531050256,0,9
9654,36,11700,6,2405.0,4,1609,3,4.0,228.0,1.0,796.0,3724500,13871900250000,2,12
6685,25,10030,5,1909.0,3,1337,4,3.0,264.0,1.0,572.0,3911700,15301396890000,1,12
20976,64,15960,8,4085.0,4,2622,4,5.0,712.0,2.0,1463.0,3978030,15824722680900,1,12
11158,49,13951,7,3188.0,3,1594,4,4.0,472.0,2.0,1594.0,3972049,15777173258401,1,9
7572,36,12036,6,2524.0,4,1262,4,4.0,572.0,2.0,1262.0,4024036,16192865729296,0,12
7050,36,12036,6,2350.0,3,1175,4,4.0,0.0,0.0,1175.0,4022030,16176725320900,3,9
7728,36,12042,6,1912.0,3,1288,5,3.0,280.0,1.0,624.0,3847419,14802632961561,2,9
6510,25,9855,5,1932.0,3,1302,3,3.0,280.0,1.0,630.0,3884841,15091989595281,2,9
9976,64,16040,8,2494.0,4,1247,4,4.0,550.0,2.0,1247.0,4020025,16160601000625,0,12
23301,81,18054,9,4327.0,4,2589,5,5.0,831.0,3.0,1738.0,4024036,16192865729296,1,12
13512,64,16016,8,3257.0,4,1689,4,4.0,857.0,3.0,1568.0,4008004,16064096064016,1,12
9835,49,14021,7,2810.0,4,1405,4,4.0,478.0,2.0,1405.0,4012009,16096216216081,1,12
9268,49,13832,7,2552.0,3,1324,4,4.0,585.0,2.0,1228.0,3904576,15245713739776,0,9
6885,25,9800,5,2754.0,3,1377,3,3.0,351.0,1.0,1377.0,3841600,14757890560000,2,9
10536,36,11982,6,2628.0,4,1756,3,5.0,422.0,2.0,872.0,3986012,15888291664144,0,12
6140,25,10030,5,2456.0,3,1228,4,3.0,271.0,1.0,1228.0,3943796,15553526889616,2,9
5040,25,9770,5,2016.0,3,1008,3,3.0,275.0,1.0,1008.0,3818116,14578009789456,1,9
14217,49,13993,7,3184.0,4,2031,4,4.0,541.0,2.0,1153.0,3994002,15952051976004,0,12
9024,36,12042,6,2256.0,4,1504,4,4.0,440.0,2.0,752.0,4028049,16225178746401,0,12
4680,25,9750,5,1872.0,3,936,3,3.0,0.0,0.0,936.0,3744000,14017536000000,3,9
5532,16,7816,4,1383.0,3,1383,3,3.5861723446893787,498.0,2.0,0.0,3818116,14578009789456,2,9
4835,25,9950,5,1934.0,3,967,3,3.0,180.0,1.0,967.0,3820800,14598512640000,2,9
13248,64,16048,8,3312.0,4,1656,4,4.0,826.0,3.0,1656.0,4024036,16192865729296,1,12
6912,36,12024,6,2244.0,3,1152,4,3.0,300.0,1.0,1092.0,3907800,15270900840000,2,12
6852,36,12030,6,2284.0,3,1142,4,3.0,0.0,0.0,1142.0,4020025,16160601000625,3,9
8418,36,12000,6,2784.0,4,1403,4,4.0,470.0,2.0,1381.0,4000000,16000000000000,2,12
8560,25,10025,5,3338.0,3,1712,3,3.0,588.0,2.0,1626.0,3927795,15427573562025,0,9
5032,16,7876,4,2456.0,3,1258,3,4.0,400.0,2.0,1198.0,3876961,15030826595521,2,9
8435,25,9750,5,2434.0,3,1687,3,3.0,572.0,2.0,747.0,3798600,14429361960000,2,9
7800,25,9790,5,3120.0,3,1560,3,3.0,484.0,2.0,1560.0,3833764,14697746407696,2,9
13545,49,13832,7,2728.0,3,1935,3,4.0,550.0,2.0,793.0,3904576,15245713739776,1,9
7581,49,13832,7,2130.0,4,1083,3,5.0,596.0,2.0,1047.0,3904576,15245713739776,1,12
4535,25,9885,5,1783.0,3,907,3,4.0,308.0,1.0,876.0,3908529,15276598943841,1,9
10050,36,12000,6,3341.0,4,1675,4,5.0,435.0,2.0,1666.0,3998000,15984004000000,1,12
4940,25,9770,5,1976.0,3,988,3,3.0,520.0,2.0,988.0,3818116,14578009789456,1,9
11928,64,16008,8,2982.0,4,1491,4,5.0,490.0,2.0,1491.0,4004001,16032024008001,1,12
10353,49,13923,7,3124.0,3,1479,4,4.0,578.0,2.0,1645.0,3952143,15619434292449,0,9
5560,25,9755,5,1743.0,3,1112,3,3.0,480.0,2.0,631.0,3806401,14488688572801,2,9
10134,36,11736,6,3125.0,3,1689,3,3.0,480.0,2.0,1436.0,3825936,14637786276096,2,9
15390,81,18063,9,3420.0,5,1710,5,5.0,557.0,2.0,1710.0,4028049,16225178746401,1,15
7518,36,11760,6,2506.0,3,1253,3,3.0,352.0,1.0,1253.0,3841600,14757890560000,1,9
4320,25,9810,5,1728.0,3,864,3,3.0,294.0,1.0,864.0,3849444,14818219109136,2,9
10192,49,14035,7,2184.0,4,1456,4,4.0,410.0,2.0,728.0,4020025,16160601000625,0,12
8519,49,13937,7,2405.0,3,1217,4,4.0,497.0,2.0,1188.0,3962090,15698157168100,2,9
18522,49,13818,7,4394.0,4,2646,4,4.0,550.0,2.0,1748.0,3896676,15184083848976,1,8
14144,64,16056,8,2634.0,4,1768,4,4.0,578.0,2.0,866.0,4028049,16225178746401,1,12
4570,25,9980,5,1784.0,4,914,3,4.0,576.0,2.0,870.0,3984016,15872383488256,2,12
10650,36,11784,6,2308.0,3,1775,3,3.0,480.0,2.0,533.0,3857296,14878732431616,2,9
13100,25,9885,5,3981.0,3,2620,3,4.0,600.0,2.0,1361.0,3908529,15276598943841,1,9
8135,25,10030,5,2424.0,3,1627,3,2.0,420.0,2.0,797.0,3811400,14526769960000,2,6
9240,49,14021,7,1980.0,4,1320,4,4.0,400.0,2.0,660.0,4012009,16096216216081,0,12
4492,16,7800,4,1855.0,3,1123,3,3.0,264.0,1.0,732.0,3781050,14296339102500,2,9
4370,25,10015,5,1738.0,3,874,3,3.0,288.0,1.0,864.0,3941904,15538607145216,1,9
19110,49,13909,7,4232.0,4,2730,4,3.0,576.0,2.0,1502.0,3946182,15572352377124,0,12
10716,36,11982,6,2610.0,3,1786,4,4.0,684.0,2.0,824.0,3988009,15904215784081,1,12
4160,16,7800,4,1040.0,3,1040,3,3.5861723446893787,420.0,2.0,0.0,3800550,14444180302500,2,9
11750,25,9800,5,3323.0,3,2350,3,3.0,393.0,2.0,973.0,3763200,14161674240000,2,9
8850,25,9840,5,2670.0,3,1770,3,4.0,530.0,2.0,900.0,3873024,15000314904576,1,9
6345,25,9800,5,2538.0,3,1269,3,3.0,308.0,1.0,1269.0,3841600,14757890560000,2,9
5195,25,9825,5,2078.0,3,1039,3,3.0,504.0,2.0,1039.0,3861225,14909058500625,2,9
9120,36,11832,6,2676.0,3,1520,3,3.0,364.0,1.0,1156.0,3855260,14863029667600,1,9
13632,64,16064,8,3408.0,4,1704,4,5.0,772.0,3.0,1704.0,4030056,16241351363136,1,12
15174,81,18054,9,3372.0,4,1686,5,5.0,899.0,3.0,1686.0,4024036,16192865729296,0,12
13168,64,16064,8,3284.0,4,1646,4,4.0,800.0,3.0,1638.0,4030056,16241351363136,1,12
3656,16,7844,4,1828.0,3,914,3,3.0,270.0,1.0,914.0,3845521,14788031761441,2,12
9696,36,12024,6,2765.0,3,1616,4,3.0,216.0,1.0,1149.0,3859704,14897314967616,2,12
4768,16,7800,4,1912.0,3,1192,3,3.0,0.0,0.0,720.0,3800550,14444180302500,3,9
13260,36,11700,6,3218.0,3,2210,2,3.0,205.0,1.0,1008.0,3666000,13439556000000,2,9
7776,36,11700,6,2141.0,3,1296,3,3.0,576.0,2.0,845.0,3757650,14119933522500,2,9
19976,64,15848,8,4958.0,4,2497,4,4.0,676.0,2.0,2461.0,3924361,15400609258321,1,12
6552,36,12042,6,1638.0,3,1092,3,3.0,0.0,0.0,546.0,3953790,15632455364100,3,12
